id,label
1,0.784842312335968
2,0.9706575274467468
3,0.48282015323638916
4,0.9987854361534119
5,0.37696272134780884
6,0.4536494016647339
7,0.013300782069563866
8,0.4874064028263092
9,0.4180690050125122
10,0.1511642336845398
11,0.1349785327911377
12,0.48494553565979004
13,0.20270611345767975
14,0.6159060597419739
15,0.16615016758441925
16,0.2339564859867096
17,0.8165814876556396
18,0.9725620150566101
19,0.5581742525100708
20,0.5588011741638184
21,0.6454935073852539
22,0.13463112711906433
23,0.8096888661384583
24,0.5430282950401306
25,0.3776705265045166
26,0.6429172158241272
27,0.5466295480728149
28,0.09231000393629074
29,0.9115785360336304
30,0.8753681778907776
31,0.5252793431282043
32,0.3207964599132538
33,0.9673161506652832
34,0.37179628014564514
35,0.2446511685848236
36,0.2923971116542816
37,0.18027743697166443
38,0.3048264980316162
39,0.7711307406425476
40,0.10972794890403748
41,0.6533963084220886
42,0.9969569444656372
43,0.7399681210517883
44,0.49987906217575073
45,0.2854693830013275
46,0.5705587267875671
47,0.3890182375907898
48,0.95607590675354
49,0.8121930956840515
50,0.356831431388855
51,0.6527127623558044
52,0.4255291223526001
53,0.3786831498146057
54,0.14133445918560028
55,0.5677446722984314
56,0.8246302604675293
57,0.8741458654403687
58,0.21918407082557678
59,0.9005334973335266
60,0.8962339162826538
61,0.763852596282959
62,0.8230268955230713
63,0.2803599238395691
64,0.8844930529594421
65,0.99294114112854
66,0.9040244221687317
67,0.6981021761894226
68,0.09093281626701355
69,0.9658031463623047
70,0.884249210357666
71,0.622321367263794
72,0.23142512142658234
73,0.8570817708969116
74,0.9901711344718933
75,0.15835325419902802
76,0.8573507070541382
77,0.9754605889320374
78,0.9308626055717468
79,0.4273650348186493
80,0.04333500564098358
81,0.12395019829273224
82,0.7138497233390808
83,0.9448059797286987
84,0.2182598114013672
85,0.977937638759613
86,0.8208524584770203
87,0.9075766801834106
88,0.8241806030273438
89,0.43591928482055664
90,0.5580020546913147
91,0.5710117220878601
92,0.10301030427217484
93,0.5373488068580627
94,0.9176567792892456
95,0.9902098178863525
96,0.5244722962379456
97,0.8622133135795593
98,0.8661319017410278
99,0.5219215750694275
100,0.42007914185523987
101,0.49075940251350403
102,0.880355954170227
103,0.14656755328178406
104,0.5017592906951904
105,0.756991446018219
106,0.42415663599967957
107,0.4695208966732025
108,0.3970951735973358
109,0.7066388726234436
110,0.9596260786056519
111,0.754848301410675
112,0.5290680527687073
113,0.9451386332511902
114,0.7032836079597473
115,0.36001837253570557
116,0.3689194917678833
117,0.0778169333934784
118,0.8983902931213379
119,0.6422264575958252
120,0.5705587267875671
121,0.3357751667499542
122,0.025914959609508514
123,0.587732195854187
124,0.369066447019577
125,0.1476147621870041
126,0.9056239128112793
127,0.8958292007446289
128,0.02782590501010418
129,0.2458752691745758
130,0.4833754301071167
131,0.8671815395355225
132,0.6521119475364685
133,0.49637165665626526
134,0.03804061561822891
135,0.3886307179927826
136,0.5165933966636658
137,0.4254816770553589
138,0.45712438225746155
139,0.8434225916862488
140,0.14411665499210358
141,0.17716382443904877
142,0.6125929951667786
143,0.9996416568756104
144,0.1609608680009842
145,0.09856819361448288
146,0.8926010131835938
147,0.9017091393470764
148,0.8693684935569763
149,0.5037380456924438
150,0.5705587267875671
151,0.8747091889381409
152,0.15164420008659363
153,0.0059024677611887455
154,0.6011530756950378
155,0.6455594897270203
156,0.13600128889083862
157,0.34117862582206726
158,0.5442649722099304
159,0.8527805805206299
160,0.8449705839157104
161,0.17862127721309662
162,0.3079983592033386
163,0.12135738879442215
164,0.5181018710136414
165,0.4103620946407318
166,0.8595837354660034
167,0.8796353936195374
168,0.3369358777999878
169,0.3162071108818054
170,0.7151485085487366
171,0.6390432715415955
172,0.8515732288360596
173,0.4475924074649811
174,0.15785910189151764
175,0.9495221972465515
176,0.9009502530097961
177,0.821102499961853
178,0.7713038325309753
179,0.37619614601135254
180,0.11733277887105942
181,0.9847462177276611
182,0.8053886294364929
183,0.8530145287513733
184,0.2716008722782135
185,0.2964898347854614
186,0.4519389867782593
187,0.24287329614162445
188,0.20413218438625336
189,0.06381673365831375
190,0.9220107793807983
191,0.37293991446495056
192,0.6410543918609619
193,0.3362339735031128
194,0.10522995889186859
195,0.9907983541488647
196,0.9509388208389282
197,0.8397105932235718
198,0.3090372085571289
199,0.7924783825874329
200,0.39673298597335815
201,0.8598195910453796
202,0.11554237455129623
203,0.8057761192321777
204,0.8895617127418518
205,0.14588521420955658
206,0.2865835726261139
207,0.6305869817733765
208,0.057289306074380875
209,0.647321343421936
210,0.4951852560043335
211,0.812454104423523
212,0.9574064612388611
213,0.8008684515953064
214,0.43204379081726074
215,0.8004847764968872
216,0.7296331524848938
217,0.7267009615898132
218,0.5074543356895447
219,0.8373746275901794
220,0.7013748288154602
221,0.22650696337223053
222,0.968479573726654
223,0.6176957488059998
224,0.41928771138191223
225,0.6896926760673523
226,0.41182956099510193
227,0.8144814372062683
228,0.2422838807106018
229,0.5623728632926941
230,0.22683435678482056
231,0.959526002407074
232,0.2205810248851776
233,0.7248183488845825
234,0.3384712338447571
235,0.9173891544342041
236,0.6670026779174805
237,0.15272632241249084
238,0.22175097465515137
239,0.46568116545677185
240,0.3747256100177765
241,0.47112393379211426
242,0.7283531427383423
243,0.42021918296813965
244,0.27987590432167053
245,0.6858839392662048
246,0.7400425672531128
247,0.9693320393562317
248,0.4221370816230774
249,0.3615528345108032
250,0.6021208763122559
251,0.9687378406524658
252,0.03203829005360603
253,0.3607967495918274
254,0.20552445948123932
255,0.6630984544754028
256,0.20521831512451172
257,0.36565902829170227
258,0.5115265846252441
259,0.24903252720832825
260,0.42001330852508545
261,0.2043859213590622
262,0.8851476311683655
263,0.39728695154190063
264,0.2104112058877945
265,0.690288782119751
